 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=0.5) m0=400, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00175874 | 0.00533171 | 0.0343755 | 0.0038866 | 0.0065 | 0.0322 | 0.002349 | 0.001256 | 0.0029 | 0.0254 |
 |(scale=0.5) m0=400, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00151304 | 0.00469895 | 0.0306592 | 0.003812 | 0.00551 | 0.0281 | 0.002005 | 0.00107 | 0.00236 | 0.0214 |
 |(scale=0.5) m0=400, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00130371 | 0.00415018 | 0.027367 | 0.0037204 | 0.00467 | 0.0245 | 0.00171 | 0.000912 | 0.00193 | 0.018 |
 |(scale=0.5) m0=400, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00112453 | 0.00366446 | 0.0244185 | 0.0036414 | 0.00396 | 0.0214 | 0.001471 | 0.000778 | 0.00158 | 0.0152 |
 |(scale=0.5) m0=400, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00097128 | 0.0032454 | 0.0218523 | 0.0035701 | 0.00336 | 0.0187 | 0.001258 | 0.000664 | 0.0013 | 0.0129 |
 |(scale=0.5) m0=40, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 5.892 | 14.465 | 167.297 | 8.2255 | 118 | 76.9 | 40.1 | 31.27 | 127 | 327 |
 |(scale=0.5) m0=40, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 3.859 | 9.628 | 96.242 | 8.9854 | 71.8 | 51.6 | 24.6 | 18.27 | 71.8 | 200 |
 |(scale=0.5) m0=40, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 2.6025 | 6.5889 | 45.3142 | 4.8957 | 45 | 35.7 | 15.231 | 10.98 | 42.2 | 126 |
 |(scale=0.5) m0=40, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 1.8018 | 4.6095 | 26.3443 | 3.2462 | 29 | 25.2 | 9.617 | 6.81 | 25.6 | 81.9 |
 |(scale=0.5) m0=40, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 1.2726 | 3.289 | 16.7216 | 2.35007 | 19.1 | 18.2 | 6.181 | 4.34 | 15.9 | 54.4 |
 |(scale=0.5) m0=40, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.917 | 2.3856 | 11.3293 | 1.79121 | 12.9 | 13.3 | 4.042 | 2.831 | 10.2 | 36.8 |
 |(scale=0.5) m0=40, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.6697 | 1.75483 | 8.04317 | 1.41306 | 8.86 | 9.93 | 2.69 | 1.883 | 6.61 | 25.4 |
 |(scale=0.5) m0=40, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.49688 | 1.3092 | 5.8955 | 1.14876 | 6.18 | 7.49 | 1.825 | 1.276 | 4.38 | 17.8 |
 |(scale=0.5) m0=40, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.37335 | 0.98832 | 4.44067 | 0.95242 | 4.37 | 5.71 | 1.2527 | 0.883 | 2.94 | 12.6 |
 |(scale=0.5) m0=40, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.28286 | 0.75305 | 3.41444 | 0.80473 | 3.13 | 4.39 | 0.8723 | 0.619 | 2.01 | 9.05 |
 |(scale=0.5) m0=40, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.21629 | 0.57991 | 2.6775 | 0.69101 | 2.27 | 3.41 | 0.6161 | 0.439 | 1.39 | 6.57 |
 |(scale=0.5) m0=40, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.16703 | 0.44941 | 2.12766 | 0.60173 | 1.66 | 2.67 | 0.4394 | 0.3156 | 0.969 | 4.81 |
 |(scale=0.5) m0=40, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.12992 | 0.351879 | 1.71312 | 0.53158 | 1.22 | 2.1 | 0.317 | 0.2292 | 0.684 | 3.56 |
 |(scale=0.5) m0=40, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.101742 | 0.277349 | 1.39659 | 0.47623 | 0.909 | 1.67 | 0.232 | 0.1679 | 0.487 | 2.65 |
 |(scale=0.5) m0=40, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.080101 | 0.22004 | 1.14807 | 0.43229 | 0.681 | 1.33 | 0.1707 | 0.1244 | 0.35 | 1.99 |
 |(scale=0.5) m0=40, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.063534 | 0.17567 | 0.951547 | 0.39719 | 0.513 | 1.06 | 0.1267 | 0.0928 | 0.254 | 1.5 |
 |(scale=0.5) m0=40, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.050657 | 0.140964 | 0.795495 | 0.36999 | 0.389 | 0.855 | 0.0947 | 0.0698 | 0.185 | 1.14 |
 |(scale=0.5) m0=40, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.040519 | 0.113871 | 0.671041 | 0.3492 | 0.297 | 0.69 | 0.07138 | 0.0529 | 0.136 | 0.874 |
 |(scale=0.5) m0=40, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.032543 | 0.092235 | 0.56753 | 0.33538 | 0.228 | 0.559 | 0.05409 | 0.0403 | 0.1 | 0.671 |
 |(scale=0.5) m0=40, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.026244 | 0.0753133 | 0.484435 | 0.325847 | 0.175 | 0.455 | 0.0413 | 0.03088 | 0.0747 | 0.518 |
 |(scale=0.5) m0=40, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0213089 | 0.0615263 | 0.414595 | 0.32311 | 0.135 | 0.37 | 0.03172 | 0.0238 | 0.0558 | 0.402 |
 |(scale=0.5) m0=40, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0173197 | 0.0504617 | 0.35613 | 0.325729 | 0.105 | 0.303 | 0.02448 | 0.01843 | 0.0419 | 0.313 |
 |(scale=0.5) m0=40, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0141243 | 0.0417535 | 0.308091 | 0.336161 | 0.0818 | 0.248 | 0.01903 | 0.01438 | 0.0316 | 0.244 |
 |(scale=0.5) m0=40, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0115504 | 0.0344476 | 0.267312 | 0.354332 | 0.0639 | 0.203 | 0.01481 | 0.01122 | 0.0239 | 0.192 |
 |(scale=0.5) m0=40, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0094799 | 0.0285808 | 0.233289 | 0.383758 | 0.0501 | 0.167 | 0.0116 | 0.00881 | 0.0182 | 0.151 |
 |(scale=0.5) m0=40, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0077762 | 0.0238273 | 0.203738 | 0.428494 | 0.0393 | 0.138 | 0.00912 | 0.00694 | 0.0138 | 0.119 |
 |(scale=0.5) m0=40, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0064146 | 0.0198941 | 0.178592 | 0.499038 | 0.031 | 0.114 | 0.00719 | 0.00549 | 0.0106 | 0.0941 |
 |(scale=0.5) m0=40, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0053066 | 0.0166801 | 0.157086 | 0.609641 | 0.0245 | 0.0941 | 0.005691 | 0.00435 | 0.00813 | 0.0746 |
 |(scale=0.5) m0=40, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043899 | 0.01399 | 0.138584 | 0.801826 | 0.0194 | 0.0778 | 0.00452 | 0.003469 | 0.00626 | 0.0593 |
 |(scale=0.5) m0=40, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0036377 | 0.011778 | 0.122554 | 1.19378 | 0.0154 | 0.0645 | 0.003601 | 0.002766 | 0.00483 | 0.0473 |
 |(scale=0.5) m0=40, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.00302485 | 0.00993848 | 0.108661 | 0.710341 | 0.0122 | 0.0535 | 0.002878 | 0.002212 | 0.00374 | 0.0377 |
 |(scale=0.5) m0=40, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.002515 | 0.00840013 | 0.0966866 | 1.17545 | 0.00971 | 0.0444 | 0.002305 | 0.001779 | 0.0029 | 0.0302 |
 |(scale=0.5) m0=40, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00209873 | 0.00711983 | 0.0860073 | 2.68221 | 0.00774 | 0.0368 | 0.001858 | 0.001431 | 0.00225 | 0.0242 |
 |(scale=0.5) m0=40, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00175028 | 0.00604494 | 0.0767145 | 23.5497 | 0.00618 | 0.0306 | 0.001494 | 0.001152 | 0.00175 | 0.0194 |
 |(scale=0.5) m0=40, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00146424 | 0.00515089 | 0.0685877 | 5.34391 | 0.00494 | 0.0255 | 0.001211 | 0.000931 | 0.00137 | 0.0156 |
 |(scale=0.5) m0=40, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00122534 | 0.00438183 | 0.0615206 | 1.49846 | 0.00395 | 0.0212 | 0.000976 | 0.000753 | 0.00107 | 0.0125 |
 |(scale=0.5) m0=40, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00102828 | 0.00373594 | 0.0551952 | 0.729939 | 0.00316 | 0.0176 | 0.000791 | 0.000611 | 0.000833 | 0.0101 |
 |(scale=0.5) m0=40, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00086388 | 0.00319923 | 0.049603 | 1.13012 | 0.00254 | 0.0147 | 0.000642 | 0.000496 | 0.000652 | 0.00812 |
 |(scale=0.5) m0=40, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00072521 | 0.00273663 | 0.0445548 | 0.658872 | 0.00204 | 0.0122 | 0.0005221 | 0.000404 | 0.000511 | 0.00655 |
 |(scale=0.5) m0=40, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.000609149 | 0.00234646 | 0.0402394 | 0.444019 | 0.00164 | 0.0102 | 0.0004257 | 0.0003284 | 0.000401 | 0.00529 |
 |(scale=0.5) m0=40, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.000512796 | 0.00201546 | 0.0363499 | 0.321565 | 0.00132 | 0.00848 | 0.0003471 | 0.0002688 | 0.000315 | 0.00427 |
 |(scale=0.5) m0=410, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 1.6842 | 0.8798 | 107.394 | 0.0056873 | 3.31 | 5.71 | 1.654 | 1.038 | 92 | 57.3 |
 |(scale=0.5) m0=410, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 1.2878 | 0.76952 | 52.9111 | 0.005653 | 2.8 | 4.97 | 1.399 | 0.848 | 55.8 | 42.5 |
 |(scale=0.5) m0=410, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 0.9936 | 0.66961 | 30.9162 | 0.0056277 | 2.36 | 4.3 | 1.173 | 0.692 | 34.9 | 31.8 |
 |(scale=0.5) m0=410, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 0.774 | 0.57899 | 19.7907 | 0.0055877 | 1.98 | 3.71 | 0.976 | 0.563 | 22.5 | 24 |
 |(scale=0.5) m0=410, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 0.6069 | 0.49906 | 13.3004 | 0.0055536 | 1.65 | 3.2 | 0.807 | 0.459 | 14.8 | 18.3 |
 |(scale=0.5) m0=410, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.48041 | 0.43042 | 9.30356 | 0.0055194 | 1.38 | 2.75 | 0.6656 | 0.384 | 9.96 | 14 |
 |(scale=0.5) m0=410, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.38218 | 0.36986 | 6.71629 | 0.0054784 | 1.15 | 2.36 | 0.5465 | 0.3119 | 6.82 | 10.8 |
 |(scale=0.5) m0=410, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.3044 | 0.31701 | 4.96776 | 0.0054259 | 0.957 | 2.03 | 0.4485 | 0.2527 | 4.75 | 8.38 |
 |(scale=0.5) m0=410, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.24526 | 0.27184 | 3.75247 | 0.0053806 | 0.796 | 1.74 | 0.3668 | 0.2052 | 3.35 | 6.54 |
 |(scale=0.5) m0=410, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.19838 | 0.233018 | 2.87828 | 0.005333 | 0.663 | 1.49 | 0.3012 | 0.1661 | 2.4 | 5.14 |
 |(scale=0.5) m0=410, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.16132 | 0.199802 | 2.23981 | 0.0052746 | 0.551 | 1.28 | 0.2461 | 0.1355 | 1.74 | 4.06 |
 |(scale=0.5) m0=410, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.13112 | 0.171327 | 1.76715 | 0.005223 | 0.459 | 1.1 | 0.2013 | 0.1105 | 1.27 | 3.22 |
 |(scale=0.5) m0=410, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.107759 | 0.147049 | 1.41029 | 0.0051701 | 0.383 | 0.947 | 0.1656 | 0.0903 | 0.939 | 2.56 |
 |(scale=0.5) m0=410, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.088218 | 0.126138 | 1.13709 | 0.0051077 | 0.319 | 0.815 | 0.1357 | 0.0742 | 0.699 | 2.05 |
 |(scale=0.5) m0=410, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.072786 | 0.108411 | 0.924915 | 0.005041 | 0.266 | 0.702 | 0.1115 | 0.0608 | 0.525 | 1.65 |
 |(scale=0.5) m0=410, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.060238 | 0.093259 | 0.75878 | 0.0049761 | 0.222 | 0.605 | 0.0917 | 0.05 | 0.397 | 1.33 |
 |(scale=0.5) m0=410, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.049981 | 0.080403 | 0.625475 | 0.0049208 | 0.186 | 0.521 | 0.0757 | 0.0411 | 0.303 | 1.07 |
 |(scale=0.5) m0=410, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.041519 | 0.069274 | 0.52046 | 0.0048435 | 0.156 | 0.45 | 0.06249 | 0.0339 | 0.232 | 0.872 |
 |(scale=0.5) m0=410, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.034706 | 0.0597528 | 0.435236 | 0.0047761 | 0.13 | 0.389 | 0.05171 | 0.02802 | 0.179 | 0.711 |
 |(scale=0.5) m0=410, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.028928 | 0.0516702 | 0.366566 | 0.0047194 | 0.109 | 0.336 | 0.04289 | 0.02317 | 0.139 | 0.582 |
 |(scale=0.5) m0=410, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.024248 | 0.0446468 | 0.308228 | 0.0046437 | 0.0918 | 0.291 | 0.03558 | 0.01926 | 0.108 | 0.475 |
 |(scale=0.5) m0=410, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.020309 | 0.0387755 | 0.262122 | 0.0045669 | 0.0771 | 0.252 | 0.02964 | 0.01597 | 0.084 | 0.39 |
 |(scale=0.5) m0=410, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0170197 | 0.0335688 | 0.224299 | 0.0045011 | 0.0649 | 0.218 | 0.02474 | 0.01332 | 0.0657 | 0.32 |
 |(scale=0.5) m0=410, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0142978 | 0.0291741 | 0.19255 | 0.0044269 | 0.0548 | 0.19 | 0.02066 | 0.01112 | 0.0515 | 0.263 |
 |(scale=0.5) m0=410, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0120275 | 0.0253749 | 0.165732 | 0.0043523 | 0.0462 | 0.165 | 0.01728 | 0.0093 | 0.0405 | 0.217 |
 |(scale=0.5) m0=410, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0101207 | 0.0220999 | 0.143199 | 0.0042692 | 0.0392 | 0.143 | 0.01447 | 0.00779 | 0.0319 | 0.179 |
 |(scale=0.5) m0=410, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0085024 | 0.0192699 | 0.124064 | 0.0041985 | 0.0333 | 0.125 | 0.01214 | 0.00653 | 0.0249 | 0.148 |
 |(scale=0.5) m0=410, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0071701 | 0.0168083 | 0.107798 | 0.0041261 | 0.0282 | 0.108 | 0.01021 | 0.00549 | 0.0198 | 0.123 |
 |(scale=0.5) m0=410, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0060732 | 0.0146911 | 0.0939462 | 0.0040456 | 0.0239 | 0.0943 | 0.0086 | 0.00462 | 0.0158 | 0.102 |
 |(scale=0.5) m0=410, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0051679 | 0.0128627 | 0.0822742 | 0.0039765 | 0.0202 | 0.082 | 0.00726 | 0.0039 | 0.0127 | 0.0853 |
 |(scale=0.5) m0=410, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043991 | 0.0112715 | 0.0721538 | 0.003909 | 0.0171 | 0.0714 | 0.006135 | 0.00329 | 0.0102 | 0.0713 |
 |(scale=0.5) m0=410, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.0037565 | 0.00988323 | 0.0634849 | 0.003822 | 0.0144 | 0.0622 | 0.005193 | 0.002779 | 0.0082 | 0.0596 |
 |(scale=0.5) m0=410, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.0032128 | 0.00868647 | 0.0559412 | 0.0037466 | 0.0122 | 0.0542 | 0.004403 | 0.00235 | 0.00662 | 0.0499 |
 |(scale=0.5) m0=410, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00275291 | 0.00762752 | 0.0495305 | 0.0036729 | 0.0103 | 0.0472 | 0.003732 | 0.001993 | 0.00536 | 0.0419 |
 |(scale=0.5) m0=410, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00236003 | 0.00670764 | 0.0437551 | 0.0035998 | 0.00875 | 0.0412 | 0.003176 | 0.001695 | 0.00435 | 0.0352 |
 |(scale=0.5) m0=410, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00202776 | 0.00590959 | 0.0387899 | 0.003529 | 0.00742 | 0.0359 | 0.002704 | 0.001439 | 0.00354 | 0.0296 |
 |(scale=0.5) m0=410, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00174148 | 0.00521195 | 0.0345979 | 0.0034591 | 0.00629 | 0.0313 | 0.002302 | 0.001224 | 0.00288 | 0.0249 |
 |(scale=0.5) m0=410, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00149988 | 0.00460171 | 0.0306889 | 0.0033896 | 0.00533 | 0.0273 | 0.00197 | 0.001043 | 0.00235 | 0.021 |
 |(scale=0.5) m0=410, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00129367 | 0.00406524 | 0.027398 | 0.0033112 | 0.00452 | 0.0239 | 0.001685 | 0.000889 | 0.00192 | 0.0177 |
 |(scale=0.5) m0=410, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00111548 | 0.00359483 | 0.0244385 | 0.00324688 | 0.00384 | 0.0208 | 0.001437 | 0.000759 | 0.00157 | 0.015 |
 |(scale=0.5) m0=410, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00096316 | 0.00318313 | 0.0219145 | 0.00317297 | 0.00326 | 0.0182 | 0.001235 | 0.000649 | 0.00129 | 0.0127 |
 |(scale=0.5) m0=420, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 1.62 | 0.8077 | 106.075 | 0.0050322 | 2.97 | 5.25 | 1.519 | 0.941 | 91.7 | 54.2 |
 |(scale=0.5) m0=420, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 1.2447 | 0.70942 | 52.6337 | 0.0049912 | 2.53 | 4.59 | 1.287 | 0.772 | 55.7 | 40.3 |
 |(scale=0.5) m0=420, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 0.9632 | 0.61813 | 30.8427 | 0.0049673 | 2.14 | 3.99 | 1.085 | 0.632 | 34.7 | 30.3 |
 |(scale=0.5) m0=420, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 0.7491 | 0.53727 | 19.7912 | 0.0049423 | 1.8 | 3.45 | 0.906 | 0.517 | 22.4 | 22.9 |
 |(scale=0.5) m0=420, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 0.58948 | 0.46499 | 13.3143 | 0.004904 | 1.51 | 2.98 | 0.753 | 0.422 | 14.7 | 17.5 |
 |(scale=0.5) m0=420, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.46576 | 0.40214 | 9.33125 | 0.0048834 | 1.26 | 2.57 | 0.6221 | 0.3524 | 9.91 | 13.4 |
 |(scale=0.5) m0=420, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.37135 | 0.34623 | 6.73534 | 0.0048397 | 1.06 | 2.22 | 0.513 | 0.2892 | 6.79 | 10.4 |
 |(scale=0.5) m0=420, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.29746 | 0.2979 | 4.97772 | 0.0048057 | 0.883 | 1.91 | 0.4217 | 0.2352 | 4.72 | 8.06 |
 |(scale=0.5) m0=420, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.23931 | 0.25627 | 3.75558 | 0.0047676 | 0.737 | 1.64 | 0.3467 | 0.1917 | 3.33 | 6.3 |
 |(scale=0.5) m0=420, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.19354 | 0.220203 | 2.88458 | 0.004718 | 0.615 | 1.41 | 0.2845 | 0.1563 | 2.38 | 4.96 |
 |(scale=0.5) m0=420, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.15738 | 0.189309 | 2.24903 | 0.0046664 | 0.513 | 1.22 | 0.2337 | 0.1274 | 1.73 | 3.92 |
 |(scale=0.5) m0=420, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.12854 | 0.162632 | 1.77455 | 0.0046329 | 0.429 | 1.05 | 0.1912 | 0.1042 | 1.26 | 3.11 |
 |(scale=0.5) m0=420, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.105421 | 0.140011 | 1.41654 | 0.0045767 | 0.358 | 0.902 | 0.1577 | 0.0854 | 0.932 | 2.48 |
 |(scale=0.5) m0=420, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.086532 | 0.120325 | 1.1421 | 0.0045316 | 0.299 | 0.777 | 0.13 | 0.0704 | 0.695 | 1.99 |
 |(scale=0.5) m0=420, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.071527 | 0.103693 | 0.929055 | 0.0044651 | 0.25 | 0.67 | 0.1067 | 0.0578 | 0.522 | 1.6 |
 |(scale=0.5) m0=420, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.059141 | 0.089202 | 0.761835 | 0.0044181 | 0.209 | 0.578 | 0.088 | 0.0476 | 0.395 | 1.29 |
 |(scale=0.5) m0=420, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.049154 | 0.077104 | 0.628503 | 0.0043588 | 0.175 | 0.499 | 0.0726 | 0.0392 | 0.301 | 1.04 |
 |(scale=0.5) m0=420, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.040844 | 0.066631 | 0.523004 | 0.0043001 | 0.147 | 0.432 | 0.06011 | 0.0324 | 0.23 | 0.848 |
 |(scale=0.5) m0=420, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.034097 | 0.0575655 | 0.437675 | 0.004242 | 0.123 | 0.373 | 0.04979 | 0.02678 | 0.178 | 0.692 |
 |(scale=0.5) m0=420, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.028604 | 0.0497807 | 0.366896 | 0.0041852 | 0.104 | 0.323 | 0.04141 | 0.02219 | 0.139 | 0.567 |
 |(scale=0.5) m0=420, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.023897 | 0.0431048 | 0.309738 | 0.004115 | 0.0871 | 0.28 | 0.03443 | 0.01844 | 0.108 | 0.464 |
 |(scale=0.5) m0=420, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0200509 | 0.037339 | 0.263654 | 0.0040565 | 0.0733 | 0.243 | 0.02862 | 0.01539 | 0.0837 | 0.381 |
 |(scale=0.5) m0=420, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0168439 | 0.0325286 | 0.225247 | 0.0039883 | 0.0618 | 0.211 | 0.02395 | 0.01283 | 0.0654 | 0.313 |
 |(scale=0.5) m0=420, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0141647 | 0.0282362 | 0.193168 | 0.0039215 | 0.0521 | 0.183 | 0.01998 | 0.01072 | 0.0513 | 0.258 |
 |(scale=0.5) m0=420, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0119348 | 0.0245942 | 0.166453 | 0.003864 | 0.044 | 0.159 | 0.01671 | 0.00897 | 0.0404 | 0.213 |
 |(scale=0.5) m0=420, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0100705 | 0.0214354 | 0.143807 | 0.0037965 | 0.0373 | 0.138 | 0.01402 | 0.00752 | 0.0319 | 0.176 |
 |(scale=0.5) m0=420, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0084734 | 0.018699 | 0.124582 | 0.0037326 | 0.0316 | 0.12 | 0.01179 | 0.00631 | 0.0252 | 0.146 |
 |(scale=0.5) m0=420, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0071139 | 0.016352 | 0.108307 | 0.0036671 | 0.027 | 0.105 | 0.00995 | 0.00531 | 0.0198 | 0.121 |
 |(scale=0.5) m0=420, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0060259 | 0.0142973 | 0.0943402 | 0.0036038 | 0.0229 | 0.0913 | 0.00838 | 0.00448 | 0.0158 | 0.1 |
 |(scale=0.5) m0=420, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.005124 | 0.0125222 | 0.0825813 | 0.0035401 | 0.0194 | 0.0795 | 0.00708 | 0.00377 | 0.0126 | 0.0837 |
 |(scale=0.5) m0=420, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0043655 | 0.0109723 | 0.0725662 | 0.0034689 | 0.0164 | 0.0693 | 0.005985 | 0.00319 | 0.0101 | 0.0699 |
 |(scale=0.5) m0=420, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.0037252 | 0.00962618 | 0.063682 | 0.0033973 | 0.0139 | 0.0604 | 0.005066 | 0.002704 | 0.00816 | 0.0585 |
 |(scale=0.5) m0=420, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00318743 | 0.00845995 | 0.0560734 | 0.003344 | 0.0118 | 0.0526 | 0.004299 | 0.00229 | 0.00659 | 0.049 |
