 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=360, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.275259 | 0.306086 | 4.4099 | 0.0040707 | 0.921 | 2.09 | 0.5157 | 0.0991 | 3 | 7.09 |
 |(scale=1.0) m0=360, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.220909 | 0.258231 | 3.31927 | 0.00396546 | 0.757 | 1.77 | 0.4121 | 0.0809 | 2.14 | 5.52 |
 |(scale=1.0) m0=360, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.178058 | 0.217769 | 2.55173 | 0.0038607 | 0.622 | 1.5 | 0.3296 | 0.0654 | 1.55 | 4.33 |
 |(scale=1.0) m0=360, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.144136 | 0.184058 | 1.99239 | 0.0037542 | 0.512 | 1.28 | 0.2649 | 0.053 | 1.13 | 3.41 |
 |(scale=1.0) m0=360, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.117233 | 0.155709 | 1.57412 | 0.00364657 | 0.422 | 1.09 | 0.2129 | 0.043 | 0.838 | 2.7 |
 |(scale=1.0) m0=360, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.09582 | 0.131896 | 1.25899 | 0.00353873 | 0.349 | 0.93 | 0.1714 | 0.0349 | 0.625 | 2.15 |
 |(scale=1.0) m0=360, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.078741 | 0.111954 | 1.0162 | 0.00343243 | 0.288 | 0.795 | 0.13843 | 0.02844 | 0.473 | 1.73 |
 |(scale=1.0) m0=360, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0647446 | 0.0952568 | 0.827407 | 0.00332423 | 0.239 | 0.68 | 0.11179 | 0.02323 | 0.356 | 1.38 |
 |(scale=1.0) m0=360, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0532341 | 0.0810714 | 0.679645 | 0.00321829 | 0.198 | 0.582 | 0.09065 | 0.01902 | 0.269 | 1.11 |
 |(scale=1.0) m0=360, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0441877 | 0.0697152 | 0.562231 | 0.00311491 | 0.166 | 0.503 | 0.07429 | 0.01569 | 0.207 | 0.904 |
 |(scale=1.0) m0=360, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0365489 | 0.059692 | 0.46721 | 0.00301178 | 0.138 | 0.432 | 0.06058 | 0.01293 | 0.159 | 0.731 |
 |(scale=1.0) m0=360, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0301133 | 0.0507877 | 0.392667 | 0.00290678 | 0.114 | 0.368 | 0.04919 | 0.01054 | 0.121 | 0.587 |
 |(scale=1.0) m0=360, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0250038 | 0.0435165 | 0.330849 | 0.0028032 | 0.095 | 0.317 | 0.04037 | 0.00868 | 0.093 | 0.478 |
 |(scale=1.0) m0=360, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.020756 | 0.037444 | 0.279849 | 0.00270578 | 0.0798 | 0.273 | 0.03316 | 0.00716 | 0.0715 | 0.389 |
 |(scale=1.0) m0=360, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.017308 | 0.0322422 | 0.238068 | 0.0026066 | 0.0669 | 0.236 | 0.02734 | 0.00592 | 0.0557 | 0.318 |
 |(scale=1.0) m0=360, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0145151 | 0.027767 | 0.203774 | 0.00251064 | 0.0559 | 0.204 | 0.02259 | 0.0049 | 0.0436 | 0.261 |
 |(scale=1.0) m0=360, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0122028 | 0.0239921 | 0.174986 | 0.00241889 | 0.0468 | 0.176 | 0.0187 | 0.00407 | 0.0344 | 0.215 |
 |(scale=1.0) m0=360, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0102793 | 0.0207637 | 0.150737 | 0.00232833 | 0.0391 | 0.152 | 0.01556 | 0.00338 | 0.0272 | 0.177 |
 |(scale=1.0) m0=360, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00871254 | 0.0179906 | 0.130388 | 0.00223995 | 0.0328 | 0.131 | 0.01295 | 0.00281 | 0.0216 | 0.147 |
 |(scale=1.0) m0=360, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00736026 | 0.015607 | 0.113107 | 0.00215362 | 0.0275 | 0.114 | 0.010787 | 0.002347 | 0.0172 | 0.121 |
 |(scale=1.0) m0=360, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00623706 | 0.0135727 | 0.098553 | 0.00206857 | 0.023 | 0.0985 | 0.009017 | 0.001961 | 0.0137 | 0.101 |
 |(scale=1.0) m0=360, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00530111 | 0.0118067 | 0.0859114 | 0.00198656 | 0.0193 | 0.0853 | 0.00756 | 0.001638 | 0.011 | 0.0838 |
 |(scale=1.0) m0=360, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.004517 | 0.0102866 | 0.0752595 | 0.0019088 | 0.0162 | 0.074 | 0.006341 | 0.001371 | 0.00881 | 0.0698 |
 |(scale=1.0) m0=360, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00385188 | 0.00899149 | 0.065988 | 0.00183208 | 0.0136 | 0.0642 | 0.005329 | 0.00115 | 0.00709 | 0.0582 |
 |(scale=1.0) m0=360, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00329558 | 0.00785066 | 0.0579808 | 0.0017572 | 0.0115 | 0.0558 | 0.00449 | 0.000965 | 0.00572 | 0.0486 |
 |(scale=1.0) m0=360, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00281169 | 0.00686318 | 0.0512067 | 0.00168764 | 0.00966 | 0.0485 | 0.003792 | 0.000811 | 0.00462 | 0.0407 |
 |(scale=1.0) m0=360, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00241082 | 0.00600555 | 0.0452109 | 0.00161781 | 0.00814 | 0.0421 | 0.003203 | 0.000683 | 0.00374 | 0.0341 |
 |(scale=1.0) m0=360, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00206692 | 0.00527534 | 0.0400935 | 0.0015505 | 0.00686 | 0.0366 | 0.002711 | 0.000575 | 0.00304 | 0.0286 |
 |(scale=1.0) m0=360, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00177472 | 0.00463302 | 0.0355423 | 0.00148612 | 0.00579 | 0.0318 | 0.002306 | 0.000486 | 0.00247 | 0.024 |
 |(scale=1.0) m0=360, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00152411 | 0.00407344 | 0.0315769 | 0.00142376 | 0.00489 | 0.0277 | 0.001957 | 0.000409 | 0.00201 | 0.0202 |
 |(scale=1.0) m0=360, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00131098 | 0.00358124 | 0.0280881 | 0.00136431 | 0.00414 | 0.0241 | 0.001662 | 0.000346 | 0.00164 | 0.017 |
 |(scale=1.0) m0=360, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00112922 | 0.00315711 | 0.0251408 | 0.00130608 | 0.0035 | 0.021 | 0.001421 | 0.000293 | 0.00134 | 0.0143 |
 |(scale=1.0) m0=360, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000972785 | 0.00278103 | 0.0223821 | 0.00125176 | 0.00296 | 0.0182 | 0.001213 | 0.0002477 | 0.00109 | 0.012 |
 |(scale=1.0) m0=370, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 1.97573 | 1.08952 | 121.643 | 0.0041437 | 3.96 | 7.12 | 2.632 | 0.484 | 81 | 63.8 |
 |(scale=1.0) m0=370, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 1.49383 | 0.93289 | 84.6307 | 0.0040889 | 3.32 | 6.1 | 2.177 | 0.396 | 49.3 | 46.9 |
 |(scale=1.0) m0=370, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 1.14493 | 0.79353 | 44.6534 | 0.0040256 | 2.77 | 5.21 | 1.7854 | 0.323 | 30.9 | 34.8 |
 |(scale=1.0) m0=370, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.8819 | 0.673161 | 26.8079 | 0.0039557 | 2.29 | 4.43 | 1.448 | 0.2621 | 19.9 | 26 |
 |(scale=1.0) m0=370, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.68516 | 0.56924 | 17.2654 | 0.0038823 | 1.84 | 3.79 | 1.1752 | 0.2122 | 13.1 | 19.6 |
 |(scale=1.0) m0=370, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.53541 | 0.481027 | 11.6646 | 0.0038055 | 1.52 | 3.22 | 0.9463 | 0.1722 | 8.82 | 14.9 |
 |(scale=1.0) m0=370, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.42443 | 0.406102 | 8.15469 | 0.0037238 | 1.26 | 2.73 | 0.7596 | 0.1397 | 6.05 | 11.4 |
 |(scale=1.0) m0=370, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.335973 | 0.342835 | 5.90396 | 0.0036412 | 1.04 | 2.32 | 0.6087 | 0.1132 | 4.21 | 8.8 |
 |(scale=1.0) m0=370, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.269099 | 0.289318 | 4.37591 | 0.00355506 | 0.854 | 1.97 | 0.4872 | 0.092 | 2.97 | 6.83 |
 |(scale=1.0) m0=370, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.215656 | 0.244448 | 3.30917 | 0.00346864 | 0.704 | 1.68 | 0.391 | 0.0746 | 2.13 | 5.33 |
 |(scale=1.0) m0=370, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.174096 | 0.206846 | 2.5469 | 0.00337926 | 0.581 | 1.43 | 0.3137 | 0.0613 | 1.54 | 4.18 |
 |(scale=1.0) m0=370, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.141225 | 0.175053 | 1.98797 | 0.00328941 | 0.479 | 1.22 | 0.2522 | 0.0498 | 1.13 | 3.3 |
 |(scale=1.0) m0=370, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.115083 | 0.148499 | 1.57267 | 0.00319928 | 0.396 | 1.04 | 0.2033 | 0.0405 | 0.831 | 2.62 |
 |(scale=1.0) m0=370, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.093906 | 0.126157 | 1.2583 | 0.00310691 | 0.328 | 0.889 | 0.164 | 0.033 | 0.62 | 2.09 |
 |(scale=1.0) m0=370, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.077161 | 0.107268 | 1.01488 | 0.00301696 | 0.272 | 0.761 | 0.13208 | 0.02692 | 0.467 | 1.67 |
 |(scale=1.0) m0=370, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0636527 | 0.0914098 | 0.827496 | 0.00292455 | 0.225 | 0.652 | 0.10731 | 0.02204 | 0.354 | 1.34 |
 |(scale=1.0) m0=370, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.052426 | 0.0780498 | 0.679879 | 0.00283647 | 0.187 | 0.559 | 0.08723 | 0.01802 | 0.268 | 1.08 |
 |(scale=1.0) m0=370, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0433612 | 0.0666856 | 0.562266 | 0.00274568 | 0.155 | 0.48 | 0.07107 | 0.01483 | 0.204 | 0.872 |
 |(scale=1.0) m0=370, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0361678 | 0.0575081 | 0.467937 | 0.00265825 | 0.131 | 0.416 | 0.05853 | 0.01233 | 0.158 | 0.714 |
 |(scale=1.0) m0=370, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0298181 | 0.049001 | 0.392365 | 0.00256793 | 0.108 | 0.355 | 0.04758 | 0.01007 | 0.12 | 0.573 |
 |(scale=1.0) m0=370, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0248524 | 0.042141 | 0.330644 | 0.00248287 | 0.0903 | 0.305 | 0.03908 | 0.00831 | 0.0928 | 0.467 |
 |(scale=1.0) m0=370, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0206387 | 0.0362276 | 0.280818 | 0.00239608 | 0.0756 | 0.263 | 0.03219 | 0.00686 | 0.0719 | 0.381 |
 |(scale=1.0) m0=370, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.017182 | 0.0311838 | 0.239082 | 0.00231251 | 0.0637 | 0.228 | 0.02658 | 0.00569 | 0.0555 | 0.312 |
 |(scale=1.0) m0=370, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0143796 | 0.0269546 | 0.204007 | 0.00222904 | 0.0534 | 0.197 | 0.02194 | 0.00471 | 0.0435 | 0.256 |
 |(scale=1.0) m0=370, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0120887 | 0.0232943 | 0.175144 | 0.00214867 | 0.0448 | 0.17 | 0.01826 | 0.00392 | 0.0342 | 0.211 |
 |(scale=1.0) m0=370, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0101861 | 0.0201794 | 0.150922 | 0.00207098 | 0.0375 | 0.147 | 0.01512 | 0.00325 | 0.027 | 0.174 |
 |(scale=1.0) m0=370, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.0086199 | 0.0174982 | 0.130499 | 0.00199426 | 0.0315 | 0.127 | 0.01263 | 0.002717 | 0.0214 | 0.144 |
 |(scale=1.0) m0=370, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00727915 | 0.0152079 | 0.113224 | 0.0019197 | 0.0264 | 0.11 | 0.010535 | 0.002261 | 0.0171 | 0.119 |
 |(scale=1.0) m0=370, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00618838 | 0.0132252 | 0.0985866 | 0.00184719 | 0.0222 | 0.0956 | 0.008819 | 0.001892 | 0.0136 | 0.0989 |
 |(scale=1.0) m0=370, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00526283 | 0.0115209 | 0.0860544 | 0.00177583 | 0.0186 | 0.0829 | 0.007385 | 0.001584 | 0.0109 | 0.0822 |
 |(scale=1.0) m0=370, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00447688 | 0.0100414 | 0.0753138 | 0.0017066 | 0.0157 | 0.072 | 0.006209 | 0.001327 | 0.00876 | 0.0685 |
 |(scale=1.0) m0=370, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00381909 | 0.00877735 | 0.066046 | 0.00163981 | 0.0132 | 0.0625 | 0.005219 | 0.001114 | 0.00705 | 0.0572 |
 |(scale=1.0) m0=370, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00326698 | 0.00767713 | 0.058146 | 0.00157655 | 0.0111 | 0.0543 | 0.004401 | 0.000936 | 0.00568 | 0.0478 |
 |(scale=1.0) m0=370, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00279613 | 0.00672026 | 0.0511961 | 0.00151213 | 0.00935 | 0.0472 | 0.003725 | 0.000787 | 0.00459 | 0.04 |
 |(scale=1.0) m0=370, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00238941 | 0.00589322 | 0.0452944 | 0.00145192 | 0.00788 | 0.0411 | 0.003147 | 0.000663 | 0.00372 | 0.0335 |
 |(scale=1.0) m0=370, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00204759 | 0.00515648 | 0.0400801 | 0.00139314 | 0.00665 | 0.0357 | 0.002666 | 0.000559 | 0.00302 | 0.0281 |
 |(scale=1.0) m0=370, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00175946 | 0.00454551 | 0.0355315 | 0.00133747 | 0.00562 | 0.0311 | 0.002262 | 0.000472 | 0.00245 | 0.0236 |
 |(scale=1.0) m0=370, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00151091 | 0.00399116 | 0.0315797 | 0.00128282 | 0.00475 | 0.027 | 0.001924 | 0.000398 | 0.002 | 0.0198 |
 |(scale=1.0) m0=370, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.0013008 | 0.0035151 | 0.0281937 | 0.00122999 | 0.00401 | 0.0235 | 0.001639 | 0.000337 | 0.00163 | 0.0167 |
 |(scale=1.0) m0=370, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00112109 | 0.00309828 | 0.0251281 | 0.00117987 | 0.0034 | 0.0205 | 0.001399 | 0.000286 | 0.00133 | 0.0141 |
 |(scale=1.0) m0=370, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000964689 | 0.00273031 | 0.0223827 | 0.00113076 | 0.00288 | 0.0178 | 0.001191 | 0.0002418 | 0.00109 | 0.0118 |
 |(scale=1.0) m0=380, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 1.89554 | 0.99659 | 117.221 | 0.0036036 | 3.54 | 6.54 | 2.412 | 0.434 | 80.5 | 60.3 |
 |(scale=1.0) m0=380, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 1.43815 | 0.85719 | 81.3356 | 0.003557 | 2.99 | 5.63 | 1.999 | 0.3568 | 49.1 | 44.5 |
 |(scale=1.0) m0=380, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 1.1023 | 0.731839 | 43.5523 | 0.0035027 | 2.5 | 4.83 | 1.6493 | 0.2929 | 30.7 | 33.1 |
 |(scale=1.0) m0=380, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.85402 | 0.623148 | 26.2788 | 0.003446 | 2.08 | 4.13 | 1.3432 | 0.2388 | 19.8 | 24.8 |
 |(scale=1.0) m0=380, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.66381 | 0.52922 | 17.0064 | 0.0033855 | 1.68 | 3.54 | 1.0915 | 0.1944 | 13 | 18.7 |
 |(scale=1.0) m0=380, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.52126 | 0.449255 | 11.4831 | 0.0033198 | 1.39 | 3.02 | 0.8844 | 0.1586 | 8.76 | 14.3 |
 |(scale=1.0) m0=380, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.41172 | 0.381031 | 8.08332 | 0.0032538 | 1.16 | 2.57 | 0.7123 | 0.1287 | 6.01 | 11 |
 |(scale=1.0) m0=380, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.327652 | 0.322082 | 5.87471 | 0.00318333 | 0.956 | 2.19 | 0.5729 | 0.1048 | 4.18 | 8.46 |
 |(scale=1.0) m0=380, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.26192 | 0.273092 | 4.35214 | 0.00311178 | 0.791 | 1.87 | 0.4608 | 0.0854 | 2.95 | 6.58 |
 |(scale=1.0) m0=380, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.210469 | 0.231316 | 3.28909 | 0.00303687 | 0.654 | 1.59 | 0.3699 | 0.0696 | 2.11 | 5.14 |
 |(scale=1.0) m0=380, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.170176 | 0.196156 | 2.5401 | 0.00296204 | 0.541 | 1.36 | 0.2978 | 0.0572 | 1.53 | 4.04 |
 |(scale=1.0) m0=380, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.138171 | 0.166571 | 1.9845 | 0.0028861 | 0.448 | 1.16 | 0.2395 | 0.0467 | 1.12 | 3.19 |
 |(scale=1.0) m0=380, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.112665 | 0.141602 | 1.57028 | 0.00280995 | 0.371 | 0.992 | 0.1938 | 0.0381 | 0.825 | 2.54 |
 |(scale=1.0) m0=380, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.092313 | 0.12042 | 1.25654 | 0.00273233 | 0.308 | 0.849 | 0.1566 | 0.03109 | 0.615 | 2.02 |
 |(scale=1.0) m0=380, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.075693 | 0.102685 | 1.01453 | 0.00265521 | 0.256 | 0.728 | 0.12673 | 0.02543 | 0.462 | 1.62 |
 |(scale=1.0) m0=380, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0625629 | 0.0876648 | 0.827484 | 0.00257739 | 0.212 | 0.625 | 0.10314 | 0.02087 | 0.352 | 1.31 |
 |(scale=1.0) m0=380, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0517409 | 0.0749383 | 0.680106 | 0.00249994 | 0.177 | 0.536 | 0.08401 | 0.01714 | 0.266 | 1.05 |
 |(scale=1.0) m0=380, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0428246 | 0.0640975 | 0.562672 | 0.00242375 | 0.147 | 0.461 | 0.06859 | 0.01409 | 0.203 | 0.85 |
 |(scale=1.0) m0=380, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0356976 | 0.0553573 | 0.467666 | 0.00234858 | 0.124 | 0.4 | 0.05649 | 0.01174 | 0.157 | 0.696 |
 |(scale=1.0) m0=380, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0295036 | 0.0472263 | 0.393214 | 0.0022724 | 0.103 | 0.341 | 0.04606 | 0.0096 | 0.12 | 0.56 |
 |(scale=1.0) m0=380, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.024552 | 0.0406875 | 0.331437 | 0.00219747 | 0.0857 | 0.294 | 0.03789 | 0.00795 | 0.0925 | 0.456 |
 |(scale=1.0) m0=380, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0204808 | 0.0350533 | 0.280767 | 0.00212478 | 0.0718 | 0.254 | 0.03121 | 0.00658 | 0.0718 | 0.373 |
 |(scale=1.0) m0=380, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.0170964 | 0.0302466 | 0.239072 | 0.00205111 | 0.0603 | 0.22 | 0.02582 | 0.00545 | 0.0559 | 0.305 |
 |(scale=1.0) m0=380, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0142553 | 0.0261222 | 0.204243 | 0.00198161 | 0.0509 | 0.19 | 0.02139 | 0.00453 | 0.0433 | 0.25 |
 |(scale=1.0) m0=380, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0119647 | 0.0226166 | 0.175402 | 0.00191032 | 0.0428 | 0.165 | 0.01772 | 0.00376 | 0.034 | 0.206 |
 |(scale=1.0) m0=380, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.0100928 | 0.0196053 | 0.151205 | 0.00184309 | 0.036 | 0.143 | 0.01479 | 0.00313 | 0.0269 | 0.17 |
 |(scale=1.0) m0=380, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00851746 | 0.017027 | 0.130698 | 0.00177602 | 0.0302 | 0.123 | 0.0123 | 0.002614 | 0.0213 | 0.141 |
 |(scale=1.0) m0=380, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00721904 | 0.0147976 | 0.113346 | 0.001712 | 0.0254 | 0.107 | 0.010283 | 0.002187 | 0.017 | 0.117 |
 |(scale=1.0) m0=380, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00611869 | 0.0128879 | 0.0987194 | 0.00165014 | 0.0213 | 0.0928 | 0.008611 | 0.001824 | 0.0135 | 0.097 |
 |(scale=1.0) m0=380, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00520556 | 0.0112344 | 0.0860985 | 0.00158782 | 0.0179 | 0.0806 | 0.00722 | 0.001532 | 0.0108 | 0.0807 |
 |(scale=1.0) m0=380, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00443088 | 0.00980637 | 0.0753648 | 0.00152753 | 0.0151 | 0.07 | 0.006077 | 0.001285 | 0.0087 | 0.0672 |
 |(scale=1.0) m0=380, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00378632 | 0.00855322 | 0.0662063 | 0.00146937 | 0.0127 | 0.0608 | 0.005119 | 0.001079 | 0.00701 | 0.0561 |
 |(scale=1.0) m0=380, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00322838 | 0.0074938 | 0.0582104 | 0.00141183 | 0.0107 | 0.0528 | 0.004313 | 0.000907 | 0.00565 | 0.0469 |
 |(scale=1.0) m0=380, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00277068 | 0.00656463 | 0.0513792 | 0.00135743 | 0.00904 | 0.046 | 0.003648 | 0.000764 | 0.00457 | 0.0393 |
 |(scale=1.0) m0=380, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00237001 | 0.005772 | 0.0453799 | 0.00130365 | 0.00762 | 0.04 | 0.003091 | 0.000644 | 0.0037 | 0.0329 |
 |(scale=1.0) m0=380, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00203129 | 0.00505851 | 0.0400705 | 0.00125358 | 0.00644 | 0.0348 | 0.002622 | 0.000544 | 0.003 | 0.0276 |
 |(scale=1.0) m0=380, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.0017452 | 0.00443799 | 0.035622 | 0.00120343 | 0.00544 | 0.0303 | 0.002218 | 0.000459 | 0.00244 | 0.0232 |
 |(scale=1.0) m0=380, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.0014987 | 0.00390898 | 0.0316826 | 0.001156 | 0.0046 | 0.0263 | 0.00189 | 0.000387 | 0.00199 | 0.0195 |
 |(scale=1.0) m0=380, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00129064 | 0.00343915 | 0.0281901 | 0.00110808 | 0.0039 | 0.0229 | 0.001606 | 0.000328 | 0.00162 | 0.0164 |
 |(scale=1.0) m0=380, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.00110996 | 0.00303839 | 0.0251362 | 0.00106447 | 0.0033 | 0.02 | 0.001376 | 0.000278 | 0.00132 | 0.0138 |
 |(scale=1.0) m0=380, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000957584 | 0.00267758 | 0.0224897 | 0.00102127 | 0.00279 | 0.0174 | 0.0011691 | 0.000236 | 0.00108 | 0.0117 |
 |(scale=1.0) m0=390, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 1.8248 | 0.9123 | 113.3 | 0.003139 | 3.17 | 6.01 | 2.213 | 0.3893 | 80 | 57 |
 |(scale=1.0) m0=390, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 1.38775 | 0.78802 | 78.3216 | 0.0030989 | 2.68 | 5.2 | 1.841 | 0.3218 | 48.8 | 42.1 |
 |(scale=1.0) m0=390, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 1.06593 | 0.676545 | 42.4018 | 0.0030557 | 2.26 | 4.47 | 1.5235 | 0.2647 | 30.5 | 31.4 |
 |(scale=1.0) m0=390, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.82431 | 0.577964 | 25.7711 | 0.0030074 | 1.89 | 3.84 | 1.2487 | 0.2172 | 19.7 | 23.6 |
